Year,EducationHistory,FirstGen,GraduationYear,ApproxAge,Masters,PhD,GraduateStudent,STEM,SocialScience,Humanities
91,"Wellesley College, Bachelor's Degree, 1991, History, Political Science, Cornell Univ, JD - Juris Doctor, 1994, Law",0,1991,53,0,0,0,0,1,0
91,"Wellesley College, Bachelor's Degree, 1991, Political Science, Columbia University, Master's Degree, 1998, International Affairs",0,1991,53,1,0,0,0,1,0
91,"Wellesley College, Bachelor's Degree, 1991, English, Boston University School of Education, MEd, 1993, Elementary Education, East Brunswick High School, 1987",0,1991,53,0,0,0,0,1,1
91,"Wellesley College, Bachelor's Degree, 1991, English, French Cultural Studies, Vanderbilt Univ, PhD - Doctor of Philosophy, 1996, English, Vanderbilt Univ, Master's Degree, 1992, English",0,1991,53,1,1,0,0,0,1
91,"Wellesley College, Bachelor's Degree, 1991, Biological Chemistry, Boston Univ School Medicine, MD - Doctor of Medicine, 1996, Medicine",0,1991,53,0,0,0,1,0,0
91,"Wellesley College, Bachelor's Degree, 1991, French",0,1991,53,0,0,0,0,0,1
92,"Wellesley College, Bachelor's Degree, 1994, Indiv-International Relations, Columbia Univ Columbia Coll, JD - Juris Doctor, 1998, Law",1,1992,52,0,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Psychology, University of Michigan - Ann Arbor, Ph.D. - Doctor of Philosophy, 2001, Clinical Psychology",0,1992,52,0,0,0,0,1,1
92,"Wellesley College, Bachelor's Degree, 1992, Political Science, Lesley University, Master's Degree, 1995",0,1992,52,1,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Astronomy",0,1992,52,0,0,0,1,0,0
92,"Wellesley College, Bachelor's Degree, Psychology, University of New Hampshire, Master of Education - MEd, Counseling",0,1992,52,1,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, History, George Washington Univ, MD - Doctor of Medicine, 2002, Medicine",0,1992,52,0,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Spanish",0,1992,52,0,0,0,0,0,1
92,"Wellesley College, Bachelor's degree, 1992, Fine and Studio Arts, Purchase College, SUNY, Master of Fine Arts - MFA, 2006, Visual Art, Massachusetts College of Art, Bachelor of Fine Arts (BFA), 1999, Sculpture",0,1992,52,1,0,0,0,0,1
92,"Wellesley College, Bachelor's Degree, 1992, Economics, Pratt Inst, Master's Degree, 2006, Library Science, Harvard Univ, JD - Juris Doctor, 1995, Law",0,1992,52,1,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Political Science",0,1992,52,0,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Psychology, Boston College, Master's Degree, 1997, Psychology, Developmental",0,1992,52,1,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, Art Studio, Philosophy",0,1992,52,0,0,0,0,0,1
92,"Wellesley College, Bachelor's Degree, 1992, Economics, Northwestern Univ, MBA - Master of Business Administration, 2001, Business Administration",0,1992,52,1,0,0,0,1,0
92,"Wellesley College, Bachelor's Degree, 1992, History, Duke Univ, PhD - Doctor of Philosophy, 2000, History, Duke Univ, Master's Degree, 1995, History, Northwestern University, Certificate in Philanthropy and Nonprofit Organizational Leadership - School of Professional Studies",0,1992,52,1,1,0,0,1,1
93,"Wellesley College, Bachelor's Degree, 1993, Psychology, Boston College, Master's Degree, 1998, Social Work",1,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Cognitive Science",1,1993,51,0,0,0,0,0,0
93,"Wellesley College, Bachelor's Degree, 1993, Psychology, Boston College, Master's Degree, 1998, Social Work",1,1993,51,1,0,0,0,1,0
93,"Dalton Alum, 1989, Wellesley College, Bachelor's Degree, 1993, Indiv-International Relations, Political Science, Fletcher Sch, Master's Degree, 1997, International Relations, Brooklyn Law Sch, JD - Juris Doctor, 2004, Law",1,1993,51,1,0,0,0,1,0
93,"Wells College, Bachelor's Degree, 1993, English, Arizona State University, PhD - Doctor of Philosophy, 2009, New York University, JD - Juris Doctor, Law",1,1993,51,0,1,0,0,0,1
93,"Wellesley College, Bachelor's Degree, 1993, Political Science, Sociology minor, US Military Academy, Master's Degree, 2000, Management, Troy State Univ, Master's Degree, 2004, Human Resources Management",1,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Political Science, Univ North Carolina-Greensboro, Master's Degree, 1998, Education Studies",1,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Political Science, Spanish, Columbia Univ Columbia Coll, Master's Degree, 1995, International Relations, Univ Miami, JD - Juris Doctor, 2001, Law",1,1993,51,1,0,0,0,1,1
93,"Wellesley College, Bachelor's Degree, 1993, Physics, Massachusetts Inst of Tech, Master's Degree, 2001, Environmental Engineering, Massachusetts Institute of Technology (MIT), Master's Degree, 2001",1,1993,51,1,0,0,1,0,0
93,"Wellesley College, BA, Philosophy, Radcliffe, Undergraduate Certificate, 1993, Bastyr University, ND, Naturopathic Medicine",0,1993,51,0,0,0,0,0,1
93,"Wellesley College, Bachelor's Degree, 1993, Economics, Bentley University, Master of Science-Accountancy, 1995",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Psychology, Harvard Graduate School of Education, Master's Degree, 1996, Human Development and Psychology",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Cognitive Science",0,1993,51,0,0,0,0,0,0
93,"Wellesley College, Bachelor's Degree, 1993, Psychology, Boston College, Master's Degree, 1998, Social Work",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Political Science, Sociology minor, Troy State Univ, Master's Degree, 2004, Human Resources Management, US Military Academy, Master's Degree, 2000, Management",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Art History/Studio",0,1993,51,0,0,0,0,1,1
93,"Wellesley College, Bachelor's Degree, 1993, Psychology, Northwestern Univ, PhD - Doctor of Philosophy, 2003, Stanford University, Master's Degree, 1995, International Relations",0,1993,51,1,1,0,0,1,1
93,"Wellesley College, Bachelor's Degree, 1993, Princeton, Master’s Degree (WWS-MPA), 2003, Economics and Policy",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Economics, Political Science, New York University, Master's Degree, 1998, Computer Science",0,1993,51,1,0,0,1,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Cognitive Science, NWTC, Associate's Degree, 2015, Emergency Medical Technician",0,1993,51,0,0,0,0,0,0
93,"Wellesley College, Bachelor's Degree, 1993, History, Salve Regina Univ, Master's Degree, 2007, Counseling",0,1993,51,1,0,0,0,1,0
93,"Wellesley College, Bachelor's Degree, 1993, Art History, Wellesley College, Bachelor of Arts (B.A.), Art History, Univ California-Los Angeles, Master's Degree, 1994, University of California, Los Angeles, Master of Education (M.Ed.)",0,1993,51,1,0,0,0,1,1
93,"Wellesley College, Bachelor's Degree, 1993, Biological Chemistry, Univ Chicago, MD - Doctor of Medicine, 2000, Medicine",0,1993,51,0,0,0,1,0,0
93,"Wellesley College, Bachelor's Degree, 1993, Architecture, Harvard University Graduate School of Design, Master's Degree, 1997, Architecture, Architecture - MArch, M.I.T., 1993, Architecture - Studio Courses, Columbia University, Undergraduate Certificate, 1992, The Shape of Two Cities: New York and Paris, Architecture, Westfield High School, 1989",0,1993,51,1,0,0,0,0,0
93,"Wellesley College, Bachelor's Degree, 1993, Computer Science, University of Massachusetts-Boston, Graduate Certificate, 2017, Public Policy",0,1993,51,0,0,0,1,0,0
93,"Wellesley College, Bachelor's Degree, 1993, Economics, French, Stanford University Graduate School of Business, MBA - Master of Business Administration, 2000",0,1993,51,1,0,0,0,1,1
94,"Wellesley College, Bachelor's Degree, 1994, Italian, Medieval/Renaissance Studies, University of Bologna, Other, 1997, History, Univ East Anglia-England, Master's Degree, 2005, Writing, Creative",1,1994,50,1,0,0,0,1,1
94,"Wellesley College, Bachelor's Degree, 1994, English, Wellesley College, BA, English, University of Massachusetts, Amherst, MFA, English, Creative Writing, Fiction, Brighton High School",0,1994,50,0,0,0,0,0,1
94,"Wellesley College, Bachelor's Degree, 1994, French, Political Science, George Washington Univ, Master's Degree, International Relations, George Washington Univ, JD - Juris Doctor, Law",0,1994,50,1,0,0,0,1,1
94,"Wellesley College, BA French, 1994, Liberal Arts, Université Paul Cézanne (Aix-Marseille III), 1993, Liberal Arts, University Aix.Marseille, Other, 1993, Liberal Studies, Sparta High School, 1990",0,1994,50,0,0,0,0,0,1
94,"Wellesley College, Bachelor's Degree, 1994, Psychology",0,1994,50,0,0,0,0,1,0
94,"Wellesley College, Bachelor's Degree, 1994, English, French Cultural Studies",0,1994,50,0,0,0,0,0,1
94,"Wellesley College, Bachelor's Degree, 1994, Italian Language and Literature, Columbia University in the City of New York, Master's Degree, 1998, Creative Writing",0,1994,50,1,0,0,0,0,1
94,"Wellesley College, Bachelor's Degree, 1994, Political Science, Pepperdine Univ, MBA - Master of Business Administration, 2009, Business Administration",0,1994,50,1,0,0,0,1,0
94,"Wellesley College, Bachelor's Degree, 1994, Mathematics, Johns Hopkins University, Master's Degree, 1998, Engineering",0,1994,50,1,0,0,1,0,0
94,"Wellesley College, Bachelor's Degree, 1994, Language Studies, Stanford University, Master's Degree, 1995, Education Studies",0,1994,50,1,0,0,0,1,0
94,"Wellesley College, Bachelor's Degree, 1994, Physics, Massachusetts Inst of Tech, PhD - Doctor of Philosophy, 1999, Materials Science",0,1994,50,0,1,0,1,0,1
94,"Wellesley College, Bachelor's Degree, 1994, Italian, Medieval/Renaissance Studies, Univ East Anglia-England, Master's Degree, 2005, Writing, Creative, University of Bologna, Other, 1997, History",0,1994,50,1,0,0,0,1,1
94,"Wellesley College, Bachelor's Degree, 1994, French, Political Science, New York University, Master's Degree, Art History",0,1994,50,1,0,0,0,1,1
94,"Wellesley College, Bachelor's Degree, 1994, Chemistry, University of Illinois-Urbana, PhD - Doctor of Philosophy, 1999, Organic Chemistry",0,1994,50,0,1,0,1,0,1
94,"Wellesley College, Bachelor's Degree, 1994, Anthropology, Boston University, MBA - Master of Business Administration, 1999, Business Finance",0,1994,50,1,0,0,0,1,0
95,"Wellesley College, Bachelor's Degree, 1995, American Studies, Chinese Studies, Rutgers Univ Univ Col-Newark, JD - Juris Doctor, 2000, Law, Rutgers University, JD - Juris Doctor, 2000, Law",1,1995,49,0,0,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, Physics, Economics minor, Defense Language Inst, Other, 2002, Italian, Natural Gourmet Institute for Health & Culinary Arts, Other, 2006, Food Science and Human Nutrition, Culinary Arts",1,1995,49,0,0,0,1,1,1
95,"Wellesley College, Bachelor's Degree, 1995, Biological Sciences, Southern New Hampshire University, Master's Degree, 2018, Data Analytics",1,1995,49,1,0,0,0,0,0
95,"Wellesley College, Bachelor of Arts (B.A.), 1995, Biological Sciences, University of California, Berkeley, Doctor of Philosophy (Ph.D.), 2001, Molecular Cell Biology / Plant & Microbial Biology",0,1995,49,0,0,0,1,0,1
95,"Wellesley College, Bachelor's Degree, 1995, History, Russian, Arizona State University, PhD - Doctor of Philosophy, 2005, Doctor of Musical Arts, Arizona State University, Master's Degree, 2000, Master of Music",0,1995,49,1,1,0,0,1,1
95,"Wellesley College, Bachelor's Degree, 1995, Political Science, American University, Master's Degree, 2016, ",0,1995,49,1,0,0,0,1,0
95,"Wellesley College, Bachelor's Degree, 1995, Indiv-Latin American Studies, Political Science, Johns Hopkins University, Master's Degree, 1999, International Relations, International Economics",0,1995,49,1,0,0,0,1,1
95,"Wellesley College, Bachelor's Degree, 1995, Indiv-Latin American Studies, Pepperdine University Graziadio School of Business and Managemen, MBA - Master of Business Administration, MBA - Strategic Global Marketing",0,1995,49,1,0,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, Sociology, Columbia University - Columbia Business School, MBA, Finance",0,1995,49,0,0,0,0,1,0
95,"Wellesley College, Bachelor's Degree, 1995, Political Science, Georgetown University, School of Continuing Studies, 2019, Corporate Communications",0,1995,49,0,0,0,0,1,0
95,"Wellesley College, Bachelor's Degree, 1995, Language Studies, UCLA, PhD - Doctor of Philosophy, 2000, Goethe Universitat",0,1995,49,0,1,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, Medieval/Renaissance Studies, Boston Univ, JD - Juris Doctor, 2000, Law",0,1995,49,0,0,0,0,0,0
95,"Wellesley College, Bachelor's Degree, 1995, French Studies, Simmons College, Master's Degree, 2006, Library Science",0,1995,49,1,0,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, English",0,1995,49,0,0,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, Brandeis University, PhD - Doctor of Philosophy, 2007",0,1995,49,0,1,0,0,0,1
95,"Wellesley College, Bachelor's Degree, 1995, Political Science, SCIENCE AND ENGINEERING MAGNET, High School Diploma, Tufts Medical Univ, MD - Doctor of Medicine, Medicine",0,1995,49,0,0,0,0,1,0
96,"Wellesley College, Bachelor's Degree, 1996, Philosophy, Political Science",1,1996,48,0,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Computer Science, Economics, Columbia Univ Columbia Coll, MBA - Master of Business Administration, 2009",1,1996,48,1,0,0,1,1,0
96,"Wellesley College, Bachelor's Degree, 1996, Economics, Russian Area Studies, Georgetown Univ, JD - Juris Doctor, 2001, Law",1,1996,48,0,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Art History",1,1996,48,0,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, American Studies, Harvard Univ, MBA - Master of Business Administration, 2003, Business Administration",0,1996,48,1,0,0,0,0,1
96,"Wellesley College, Bachelor's Degree, 1996, Art Studio, Indiv-International Relations, University of Florida, JD - Juris Doctor, 2001, Law",0,1996,48,0,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Indiv-Theatre Studies, University of Michigan, PhD - Doctor of Philosophy, 2001, Theatre Studies",0,1996,48,0,1,0,0,0,1
96,"Wellesley College, Bachelor's Degree, 1996, Economics, American Studies - MA, Massachusetts Institute of Technology (MIT), MBA - Master of Business Administration, 2002, Business Administration, MBA",0,1996,48,1,0,0,0,1,1
96,"Wellesley College, BA, 1996, Economics, Minor in Mathematics, Wellesley College, Bachelor's Degree, 1996, Economics, Harvard Univ, Master's Degree, 2000, Public Policy, London Sch Economics & Pol Sci, 1995",0,1996,48,1,0,0,1,1,0
96,"Wellesley College, Bachelor's Degree, 1996, Economics, Mathematics, Univ Chicago, MBA - Master of Business Administration, 2003, Business Administration",0,1996,48,1,0,0,1,1,0
96,"Wellesley College, Bachelor of Arts (BA), 1996, Mathematics & Economics, Wellesley College, Bachelor's Degree, 1996, Economics, Mathematics, Cathedral & John Connon, ISC, 1992",0,1996,48,0,0,0,1,1,0
96,"Wellesley College, Bachelor's Degree, 1996, American Studies, New York University (New York), Master's Degree, 2006, Real Estate",0,1996,48,1,0,0,0,0,1
96,"Wellesley College, Bachelor of Arts (B.A.), 1996, Economics and French, Wellesley College, Bachelor's Degree, 1996, Economics, French, University of Wisconsin-Madison, Doctor of Philosophy (Ph.D.), 2008, Educational Policy Studies, Univ Wisconsin-Madison, PhD - Doctor of Philosophy, 2008, Education Policy, La Follette School of Public Affairs at UW-Madison, Graduate Minor, 2003, Public Policy Analysis, The George Washington University, Master of Education (M.Ed.), 1997, Secondary Education (French/ESL), George Washington Univ, Master's Degree, 1997, Education Policy, Université de la Méditerranée (Aix-Marseille II), 1995, Francophone Colonial and Postcolonial History and Literature",0,1996,48,1,1,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Art History, English, Univ Georgia Athens, Master's Degree, 1998, Communications, Manheim Township High School, High school diploma, 1992",0,1996,48,1,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Philosophy, Massachusetts Inst of Tech, MBA - Master of Business Administration, 2003, Business Administration, Harvard Univ, Master's Degree, 2003, Public Policy",0,1996,48,1,0,0,0,0,1
96,"Wellesley College, Bachelor's Degree, 1996, Architecture, Economics, Wellesley College, Bachelor of Arts (BA), Columbia University in the City of New York, Master of Architecture (M.Arch.), 2001, Columbia University in the City of New York, Master of Architecture (M.Arch.), Massachusetts Institute of Technology (MIT)",0,1996,48,1,0,0,0,1,0
96,"Wellesley College, Bachelor's degree, 1996, Mathematics and Economics, Harvard Business School, Master of Business Administration (MBA), 2001, Mathematics and Economics",0,1996,48,1,0,0,1,1,0
96,"Wellesley College, Bachelor's Degree, 1996, Art History",0,1996,48,0,0,0,0,1,1
96,"Wellesley College, Bachelor's Degree, 1996, Chemistry, Stanford University, Master's Degree, 2001",0,1996,48,1,0,0,1,0,0
97,"Wellesley College, Bachelor's Degree, 1997, Economics, International Relations",1,1997,47,0,0,0,0,1,0
97,"Wellesley College, Bachelor's Degree, 1997, Psychobiology, Studio Art, Andrews University, Master's Degree, 2002, Curriculum & Instruction, Vanderbilt University, Ed.D - Doctor of Education, 2016, Educational Leadership & Policy",1,1997,47,1,0,0,0,1,1
97,"Wellesley College, Bachelor's Degree, 1997, Economics, French, Northeastern Univ, MBA - Master of Business Administration, 2008, Business Administration, Northeastern Univ, Master's Degree, 2008",1,1997,47,1,0,0,0,1,1
97,"Wellesley College, Bachelor's Degree, 1997, Indiv-Latin American Studies, UNC Chapel Hill, MBA - Master of Business Administration, 2005, Business Administration",1,1997,47,1,0,0,0,0,1
97,"Wellesley College, Bachelor's Degree, 1997, Physics, Univ California-Berkeley, Master's Degree, 2000, Landscape Architecture, University of California, Berkeley, Master's Degree, 2001, Environmental Science and Pol, Univ California-Berkeley, JD - Juris Doctor, 2004, Environmental Justice, Univ California-Berkeley, PhD - Doctor of Philosophy, 2005",1,1997,47,1,1,0,1,0,1
97,"Wellesley College, Bachelor's Degree, 1997, American Studies, Political Science, Boston Univ, Master's Degree, 2005, Communications",1,1997,47,1,0,0,0,1,1
97,"Wellesley College, Bachelor's Degree, 1997, Economics, New York University, MBA - Master of Business Administration, 2002, Business Administration",0,1997,47,1,0,0,0,1,0
97,"Wellesley College, Bachelor's Degree, 1997, French, Psychobiology, Johns Hopkins University, Master's Degree, 2004, Public Health",0,1997,47,1,0,0,0,0,1
97,"Wellesley College, Bachelor's Degree, 1997, Mathematics, Southern New Hampshire University, Master's Degree",0,1997,47,1,0,0,1,0,0
97,"Wellesley College, Bachelor's Degree, 1997, American Studies, Art History",0,1997,47,0,0,0,0,1,1
97,"Wellesley College, Bachelor's Degree, 1997, Classical Civilization, History, Stanford University, Master's Degree, 1998, Communications, Media Studies",0,1997,47,1,0,0,0,1,0
97,"Wellesley College, Bachelor of Arts (B.A.), 1997, Political Science, Wellesley College, Bachelor's Degree, 1997, Political Science, Georgetown University Law Center, Master of Laws - LLM, 2021, Taxation, Georgetown University Law Center, JD, 2002, 2002, Georgetown Univ, JD - Juris Doctor, 2002, Law, Saint Paul Academy & Summit School, High School Diploma, 1993",0,1997,47,1,0,0,0,1,0
97,"Wellesley College, Bachelor's Degree, 1997, Classical Civilization, Univ California-Irvine, PhD - Doctor of Philosophy, 2007, Management, Univ San Diego, MBA - Master of Business Administration, 2000, Finance, Marketing",0,1997,47,1,1,0,0,0,1
97,"Wellesley College, BA, 1997, Psychology",0,1997,47,0,0,0,0,1,0
97,"Wellesley College, Bachelor's Degree, 1997, Psychobiology, Studio Art, Vanderbilt University, Ed.D - Doctor of Education, 2016, Educational Leadership & Policy, Andrews University, Master's Degree, 2002, Curriculum & Instruction",0,1997,47,1,0,0,0,1,1
97,"Wellesley College, Bachelor's Degree, 1997, Political Science, Hastings Coll, JD - Juris Doctor, 2004, Law",0,1997,47,0,0,0,0,1,0
97,"Wellesley College, Bachelor's Degree, 1997, Geology, Univ Montana, PhD - Doctor of Philosophy, 2015, Geosciences, Univ Massachusetts-Amherst, Master's Degree, 2002, Geology",0,1997,47,1,1,0,1,0,1
97,"Wellesley College, Bachelor of Arts, 1997, The New School for Social Research, Master's Degree International Affairs, 2004",0,1997,47,1,0,0,0,0,0
98,"Wellesley College, Bachelor's Degree, 1998, Economics, Columbia University - SIPA, Master's Degree, 2004, Economic and Political Development, Harvard Graduate School of Education, Other, 2015",1,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Columbia Univ Columbia Coll, Master's Degree, 2000, Public Health",1,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, International Relations",1,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, French, Women's Studies, Georgetown Univ, JD - Juris Doctor, 2005, Law",1,1998,46,0,0,0,0,0,1
98,"Wellesley College, Bachelor's Degree, 1998, Economics, Mathematics, University of Pennsylvania (UPenn), Master's Degree, 2004, International Business - Asia, University of Pennsylvania - The Wharton School, MBA - Master of Business Administration, 2004, MBA",1,1998,46,1,0,0,1,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Univ California-Hastings, JD - Juris Doctor, 2006, Law",1,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Psychobiology, University Michigan-Ann Arbor, Master's Degree, 2000, Neuroscience, University Michigan-Ann Arbor, PhD - Doctor of Philosophy, 2004, Neuroscience",1,1998,46,1,1,0,1,0,1
98,"Wellesley College, Bachelor's Degree, 1998, Chemistry, Georgetown Univ, Master's Degree, 2002, Physiology, Univ Chicago, MD - Doctor of Medicine, 2006, Medicine",1,1998,46,1,0,0,1,0,0
98,"University of Wisconsin Law School, JD - Juris Doctor, 2005, Law & Legal Institutions, Wellesley College, Bachelor's Degree",1,1998,46,0,0,0,0,0,0
98,"Wellesley College, Bachelor's Degree, 1998, Architecture",1,1998,46,0,0,0,0,0,0
98,"Wellesley College, Bachelor's Degree, 1998, Anthropology, University Michigan-Ann Arbor, Master's Degree, 2003, Landscape Architecture, Urban Planning, Simmons College, Master's Degree, 2009, English Teaching",1,1998,46,1,0,0,0,1,1
98,"Wellesley College, Bachelor's Degree, 1998, Art History/Studio, Rutgers University, Master's, 2014, Master of Fine Arts (MFA), The Maryland Institute College of Art, Post-Baccalaureate Certificate in Fine Art, 2011, Fine Art/Photography, Sarah Lawrence College in Paris, Study Abroad, 1997, Studio Art, Art History, French, Pratt Inst, Master's Degree, Graphic Design, Maryland Inst C Art, Art History/Studio",0,1998,46,1,0,0,0,1,1
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Women's Studies, Bowling Green State Univ, PhD - Doctor of Philosophy, 2008, Industrial-Organizational Psychology, Christopher Newport Univ, Master's Degree, 2004, Industrial-Organizational Psychology",0,1998,46,1,1,0,0,1,1
98,"Wellesley College, Bachelor's Degree, 1998, Biological Sciences, Columbia Business School - Columbia University, MBA - Master of Business Administration, 2004, Economics, Finance",0,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Music",0,1998,46,0,0,0,0,0,1
98,No school provided.,0,1998,46,0,0,0,0,0,0
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Columbia Univ Columbia Coll, Master's Degree, 2000, Public Health",0,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Africana Studies, Religion, Northwestern University, Master's Degree, 2008, Higher Education and Policy",0,1998,46,1,0,0,0,1,1
98,"Wellesley College, Bachelor's Degree, 1998, English, University of South Carolina - Columbia, Master's Degree, 2010, MLIS",0,1998,46,1,0,0,0,0,1
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Massachusetts Inst of Tech, Master's Degree, 2006",0,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Jewish Studies, Political Science",0,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, International Relations, Harvard Univ, Master's Degree, 2002, Public Administration",0,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, English",0,1998,46,0,0,0,0,0,1
98,"Wellesley College, Bachelor's Degree, 1998, Political Science, Univ San Diego, JD - Juris Doctor, 2001, Law",0,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Art History, Biological Chemistry",0,1998,46,0,0,0,1,1,1
98,"Wellesley College, Bachelor's Degree, 1998, Psychology, Univ California-Hastings, JD - Juris Doctor, 2006, Law",0,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Economics, University of Notre Dame, Juris Doctor (JD), 2006",0,1998,46,0,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Architecture",0,1998,46,0,0,0,0,0,0
98,"Wellesley College, Bachelor's Degree, 1998, Art History, Indiv-Middle Eastern Studies, Univ Massachusetts-Amherst, Master's Degree, 2004, Art History",0,1998,46,1,0,0,0,1,1
98,"Wellesley College, Bachelor's Degree, 1998, Biological Chemistry, Boston Univ, JD - Juris Doctor, 2011, Law, Princeton Univ, PhD - Doctor of Philosophy, 2006, Molecular Biology",0,1998,46,0,1,0,1,0,1
98,"Wellesley College, Bachelor's Degree, 1998, Economics, Harvard Univ, MBA - Master of Business Administration, 2004, Business Administration",0,1998,46,1,0,0,0,1,0
98,"Wellesley College, Bachelor's Degree, 1998, Psychobiology, Johns Hopkins School of Public Health, Master's Degree, 2017, , Loyola Univ-Chicago, MD - Doctor of Medicine, 2004, ",0,1998,46,1,0,0,0,0,0
99,"Wellesley College, Bachelor's Degree, Economics",1,1999,45,0,0,0,0,1,0
99,"Wellesley College, Bachelor's Degree, 1998, Comparative Literature, College of Santa Fe, Bachelor's Degree, 2000, Secondary Education",1,1999,45,0,0,0,0,1,0
99,"Wellesley College, Bachelor's Degree, 1999, French Cultural Studies, International Relations, New York Law School",1,1999,45,0,0,0,0,1,1
99,"Wellesley College, Bachelor's Degree, 1999, Biological Sciences",1,1999,45,0,0,0,0,0,0
99,"Wellesley College, Bachelor's Degree, 1999, Economics, Religion minor, Columbia Univ Sch of Gen Stud, 2002",1,1999,45,0,0,0,0,1,1
99,"Wellesley College, Bachelor's Degree, 1999, Political Science",0,1999,45,0,0,0,0,1,0
99,"Wellesley College, Bachelor's Degree, 1999, Psychobiology, English minor, Univ Colorado-Boulder, JD - Juris Doctor, 2006, Law",0,1999,45,0,0,0,0,0,1
99,"Wellesley College, Bachelor's Degree, 1999, Italian, Haute Ecole De Commerce, MBA - Master of Business Administration, Business Administration",0,1999,45,1,0,0,0,0,1
99,"Wellesley College, Bachelor's Degree, 1999, English, Spanish, University of Minnesota School of Public Health, Doctor of Philosophy (PhD), 2013, Epidemiology, Johns Hopkins University, Master's Degree, 2006, Public Health",0,1999,45,1,1,0,0,0,1
99,"Wellesley College, Bachelor's Degree, 1999, History, Africana Studies minor, Univ California-Berkeley, MBA - Master of Business Administration, 2016, Business Administration, Univ California-Los Angeles, Master's Degree, 2005, Public Policy",0,1999,45,1,0,0,0,1,1
99,"Wellesley College, Bachelor's Degree, 1999, American Studies, Art History",0,1999,45,0,0,0,0,1,1
99,"Wellesley College, Bachelor of Arts, 1999, International Relations and German, Wellesley College, Bachelor's Degree, 1999, German Language & Lit, International Relations, Wellesley College, B.A. INTERNATIONAL RELATIONS & GERMAN, Seattle Coach Certification Program, Life Coach, 2014, Life/ Career/ Professional Coach, Humboldt-Universität zu Berlin, 1998, Hillsboro High School, 1994, University of Washington, PUBLIC RELATIONS CERTIFICATE PROGRAM",0,1999,45,0,0,0,0,1,1
99,"Wellesley College, Bachelor's Degree, 1999, Economics, Philosophy, Harvard Univ, Master's Degree, 2004, Public Administration, Columbia Univ Columbia Coll, JD - Juris Doctor, 2004, Law",0,1999,45,1,0,0,0,1,1
99,"Wellesley College, Bachelor's Degree, 1999, English, Univ Virginia, PhD - Doctor of Philosophy, 2007, English, Univ Virginia, Master's Degree, English",0,1999,45,1,1,0,0,0,1
